project,case,file,experiment,run3,official_rep1,experiment_equals_run3,experiment_equals_official_rep1,experiment_semantically_equals_official_rep1
jdom2,WalkerNORMALIZE_analyzeMultiText,init_context.json,0baea425eec27c2f136a80c68443ca416a7e8201571608af8287cafd53e58478,0baea425eec27c2f136a80c68443ca416a7e8201571608af8287cafd53e58478,62772184792a21cf6ee78c4f1f6b557d5d28a13996f91afcc8418396389ebcb5,True,False,True
jdom2,WalkerNORMALIZE_analyzeMultiText,init_prompt.md,c37b6de9d9a899813c173b34863baa63ba1d2da0d3105d2b84705808270a5d63,c37b6de9d9a899813c173b34863baa63ba1d2da0d3105d2b84705808270a5d63,1fea9f54e762ed4b57690ce149d6f0cb4036b2937d5e06f445b7769cfd2a5983,True,False,False
jdom2,WalkerNORMALIZE_analyzeMultiText,io4case_prompt.md,0c55f5cff0448e9601dc5649947c520457d23819b50d22350acec0de12404925,0c55f5cff0448e9601dc5649947c520457d23819b50d22350acec0de12404925,aef49ad203bdcd2e380cd0233071eb6d843a179ea54eb7380fb0ffe0e93ddbe5,True,False,True
jdom2,WalkerNORMALIZE_analyzeMultiText,usage_context.json,fa14374f217a955ea02d46c6dd28577803f4430cd0080909674700f80755fd70,8adbdf4c7765ba1b4de55bb99d62d428e9f5752d9acdc9feed3c7b63d23938a5,0868e2ed56a260272dfe0c1db98647e61f91189fc53882983db5c6fe16882e2f,False,False,False
jdom2,Verifier_isXMLPublicIDCharacter,condition4case_prompt.md,1dc5a2ea705ff27759b28c8dbb91978cae4dab2f130ee0d7aa0a3e29d77077c4,1dc5a2ea705ff27759b28c8dbb91978cae4dab2f130ee0d7aa0a3e29d77077c4,cd12a33a249b535e787c0562623901a5b3388d8a47e69bd2a8386f1cb19788e3,True,False,True
jdom2,Verifier_isXMLPublicIDCharacter,exception4case_prompt.md,2b77fc9146461a69b39fbc51f2378c5387b68a80786d75231e00506933d9b668,2b77fc9146461a69b39fbc51f2378c5387b68a80786d75231e00506933d9b668,4a9690e5b6401afed5edf342ae8ad1ccc9d1171357a232af90c8879096f8cf20,True,False,True
jdom2,Verifier_isXMLPublicIDCharacter,gencode_prompt.md,dadc5bd305fa1b5e368dcfccaffab7057369311797f8d02e6a9b0a8cb46c8c03,dadc5bd305fa1b5e368dcfccaffab7057369311797f8d02e6a9b0a8cb46c8c03,7410c0e444ac3bf1b799ca79a4142b57d5c391ac96ce1e1993bb4c7d57b14de3,True,False,True
jdom2,Verifier_isXMLPublicIDCharacter,init_context.json,569cdc56edbc9a7baccc748211a529cfcb2cbfb25333d1fa6ab87520d79f0071,569cdc56edbc9a7baccc748211a529cfcb2cbfb25333d1fa6ab87520d79f0071,eb420a93c319be32e410d2279509e4db6dc2182bdffd44f36f59f07384a4dfba,True,False,True
jdom2,Verifier_isXMLPublicIDCharacter,init_prompt.md,a86dc88a7279a5a4d43f4ac26dad6bc13cc8b18e466ce3584e3c598d38655459,a86dc88a7279a5a4d43f4ac26dad6bc13cc8b18e466ce3584e3c598d38655459,29537b9d135163d45241a581eea00e4e3b24a95904a08c6f9809c6311db61585,True,False,False
jdom2,Verifier_isXMLPublicIDCharacter,io4case_prompt.md,488b62c17e150ab1b1df6f9ca456cecd566868b77095bb0d81d03430ba4ab1f2,488b62c17e150ab1b1df6f9ca456cecd566868b77095bb0d81d03430ba4ab1f2,0f7ddf704fd032d28e96eec78cba14400f8073e06fb7d7beb3131e339f917eb3,True,False,True
jdom2,Verifier_isXMLPublicIDCharacter,usage_context.json,50f569bc11a86c971dc41240c83cc15658b8e4e9081831398909cfbf22251ed2,50f569bc11a86c971dc41240c83cc15658b8e4e9081831398909cfbf22251ed2,65836b9406ebc0edb5fe9cf62c38c9daf0f0f79b6f743009c89fa11867282f22,True,False,True
jdom2,AbstractFormattedWalker_next,condition4case_prompt.md,c9ffada9da87b487abb7981c30f6bdaeddc8396792c75e459c4399f1c2ca3610,c9ffada9da87b487abb7981c30f6bdaeddc8396792c75e459c4399f1c2ca3610,788ac66c4242187603cc8a39885ae8ee46ba382b5824f961bc78db75c3dc279f,True,False,True
jdom2,AbstractFormattedWalker_next,exception4case_prompt.md,73919157fbdf9bcbba98de392d26f588fcc28741521370f2f4ef662a93ebac79,73919157fbdf9bcbba98de392d26f588fcc28741521370f2f4ef662a93ebac79,0520bd3f4386acce61b0bb51473feae61b8808fa6d1482e09761344ce93dabea,True,False,True
jdom2,AbstractFormattedWalker_next,gencode_prompt.md,6b869f1a31eba4bcc46916cc78c87e22176da5264bcf9b195f6895b4755d3972,db858084a439f1d738f5cd9d8a41c2f6e42191fcbf34ccc9fc8c5a22a65489bf,460e0a99cc9ddfec40866581e10cae8dc4af476bec4524709f3c56d7b9e82ee7,False,False,False
jdom2,AbstractFormattedWalker_next,init_context.json,1a8aa9ef668f3356a3ca7757f9c8daf1fa94f7a7cabd5827676a15e2aa21abed,1a8aa9ef668f3356a3ca7757f9c8daf1fa94f7a7cabd5827676a15e2aa21abed,36ac4bb1f6bac76146a1e29a9930a588e86a2e71cc9fdc4ff8337a319b19acc7,True,False,True
jdom2,AbstractFormattedWalker_next,init_prompt.md,eab41f0f5f05497901bde79f5786f71d8279a42de5f0848260837814e8c9cc8a,eab41f0f5f05497901bde79f5786f71d8279a42de5f0848260837814e8c9cc8a,63b7cd3592d47c18a829af012b75e2a5cbf4a214e4ff54d66e82265d01b9f52a,True,False,False
jdom2,AbstractFormattedWalker_next,io4case_prompt.md,e111264423ffd0c4586c8f1969ff718c70704b2c25da35385a45f4de85a90b3a,e111264423ffd0c4586c8f1969ff718c70704b2c25da35385a45f4de85a90b3a,6fc6ce73427d98bac25248f54e4d02d721bdb20fc64cbe4005f6302c8cf07a0d,True,False,True
jdom2,AbstractFormattedWalker_next,usage_context.json,e1f030133c1a764ff32cc0576475ca9f64eee62bb1e5cc9aedff614a175b10e4,b36647f1eb4196995909a4ae2493bcaa47cf2bac3b37b84abb8a955df7fe8f93,c8c5ed10de0a542f35ecad40a82d45392242c0750068835721ff34d2e252efcd,False,False,False
jdom2,StAXStreamBuilder_processPrunableElement,condition4case_prompt.md,6971d8e3c6d12c7327d87259d5cccc9a4e1051624fa45d0405ad63aef549c48d,6971d8e3c6d12c7327d87259d5cccc9a4e1051624fa45d0405ad63aef549c48d,ce56b3abac441e0192133c3a8fb56de56fe4d85315ad820fd48560e77e26f489,True,False,True
jdom2,StAXStreamBuilder_processPrunableElement,exception4case_prompt.md,a9a288cc9023125ca4821977e32cedf81df1e1c99d98b8f303265af37d07a36c,a9a288cc9023125ca4821977e32cedf81df1e1c99d98b8f303265af37d07a36c,40dc672a8b762c9871582d83d9de88f2fe44dab7d34d1f9c22dc6d909009b9d3,True,False,True
jdom2,StAXStreamBuilder_processPrunableElement,gencode_prompt.md,a35f6b595290541f74264954a0032fe8b1bb8810bc05e233ddbc2b6b25ac6a5f,02579857199bca78c8f52fe9ef00320040af7e541c19b2bf53e8200d8bdc0dfc,fc170b34e5bb55031e159d2109f8f26235577bd336fe347b65eb25f8a2c99cd3,False,False,False
jdom2,StAXStreamBuilder_processPrunableElement,init_context.json,ec492b01842e750222665a02529d5e59284eb6f656ff59a2b1f644adb7f4262c,ec492b01842e750222665a02529d5e59284eb6f656ff59a2b1f644adb7f4262c,f65fe5d34dcbe5c938b79ff774d35c5499aca3dd860febddec9583066147cf5f,True,False,False
jdom2,StAXStreamBuilder_processPrunableElement,init_prompt.md,69f14660801a59a285750ed6a28dd7052668cb543e8aaa83b770b8746aebea36,69f14660801a59a285750ed6a28dd7052668cb543e8aaa83b770b8746aebea36,447c2472012dc61ae7d8b277ce297e4acf8b0aebad66a8baaddf92f9fb18642d,True,False,False
jdom2,StAXStreamBuilder_processPrunableElement,io4case_prompt.md,9de248eac94a60459f8ae9e3320e0565e977d1dc8f93e4ab5b1b0434aeeafa8a,9de248eac94a60459f8ae9e3320e0565e977d1dc8f93e4ab5b1b0434aeeafa8a,9c32e25d2de03400c12cc75333d475dfd30fa63b6b719cda039029a1889ca667,True,False,True
jdom2,StAXStreamBuilder_processPrunableElement,usage_context.json,aba101619989dbf324adc81e77917661d6c0ca3a7c955a08eec756c7eb31010d,54cbf7fc4757c52b4e63addf45b6022067806f7ff4c8ee7249f063fecc02e344,a9b86389afbd4e2760c58f148242ad85945863d9e1fb074a70d18c259afb3dd4,False,False,False
commons-codec,Sha2Crypt_sha2Crypt,condition4case_prompt.md,dcf8b3441c58f4754bb0d238e780567492920a3c32fffce4d989ce03651d3321,dcf8b3441c58f4754bb0d238e780567492920a3c32fffce4d989ce03651d3321,a7c6024a9c7e10294639dd82870457f59b5fc8da2e745390d7abe99d1569453c,True,False,True
commons-codec,Sha2Crypt_sha2Crypt,exception4case_prompt.md,2dc07621a710b7a704753c3e72fb17f700d6dfcffa02f86f33ec7bffa42de094,2dc07621a710b7a704753c3e72fb17f700d6dfcffa02f86f33ec7bffa42de094,dedb5428d12380db810531f024096edb669485aadbc27cece44e3c5cde5fba84,True,False,True
commons-codec,Sha2Crypt_sha2Crypt,gencode_prompt.md,52e8ae5425c78d7ccfe1bf69b9c77e4038aad634fab2f81603bcc22f58660198,3da14ec5e9431ff0116d1867e8ac6a145d8193a8d6a3ac91594dcbee76688d15,c8d41e9c46546b546a06e09cdb609567410383d9f3d1267ad5a18015cc1a76d7,False,False,False
commons-codec,Sha2Crypt_sha2Crypt,init_context.json,06a68be980311dd904948d49a95d3582cc98ccce5feede8869ba5f4d53356f38,06a68be980311dd904948d49a95d3582cc98ccce5feede8869ba5f4d53356f38,11af9b5806561a8701e14825b957094ba744faa5308f82d0f120caee557a9452,True,False,True
commons-codec,Sha2Crypt_sha2Crypt,init_prompt.md,02397fd23b4dee7071816753e7268e7a4b7a3dfb705e18c37af76d1777724e38,02397fd23b4dee7071816753e7268e7a4b7a3dfb705e18c37af76d1777724e38,16e5e96f282e70641c986b257792e44a4ef8f3516131fe17917c3932f3ea66c3,True,False,False
commons-codec,Sha2Crypt_sha2Crypt,io4case_prompt.md,efb755f7e1c32ce91700192cad63108e01739d3ff07905c8ab2cf076516d636b,efb755f7e1c32ce91700192cad63108e01739d3ff07905c8ab2cf076516d636b,7ff901f29c8e699186634cc5059f8b2c97363cf586ad336db522cd2a14e590de,True,False,True
commons-codec,Sha2Crypt_sha2Crypt,usage_context.json,ddeb05564464f8285666ab3b6303f59980cadd8ae9af7ca4236fe2e80c54b27e,aca4e5c53ec4bad11fe467b11058f24d1438390487f7bacefa5f58ad264846d4,b6c886a50c98f4d6cda889a162fb25b67479153bce400b40a880f6056807d420,False,False,False
commons-codec,Rule_pattern,condition4case_prompt.md,ca1aa63f3fc511a442bbcdea9a3ffcc8a0a56a9fe2c7f76207e9ef3dda4f4b2f,ca1aa63f3fc511a442bbcdea9a3ffcc8a0a56a9fe2c7f76207e9ef3dda4f4b2f,5560a32ead28ed3e97fb5e283c90484593e827becb50bce2490d31777d43bdd5,True,False,True
commons-codec,Rule_pattern,exception4case_prompt.md,351ceacc8f0dff5bf488cc1e4de7dc9723c347132fd1a193078be9c74eaeb446,351ceacc8f0dff5bf488cc1e4de7dc9723c347132fd1a193078be9c74eaeb446,fb0ff0efe790daf1f4839ba91f97191c10a1cbb5f94994fbf176f4a82aba7a6a,True,False,True
commons-codec,Rule_pattern,gencode_prompt.md,bf5ed98ff96e425c655b81c914a57befbf3575627ea03f82ee24c4c5e37f1bd0,f0dd2142b62503d20b912f5604d3ddaf80d3feec08088ca69f01aeaeb4f3eed2,abd916c72d92d1e42f27a91c77648805541673085d58a42ad80927b2ba91060e,False,False,False
commons-codec,Rule_pattern,init_context.json,bc5c4825c00db9b5e5c897a3b9b1a162ccd706875053b76c45ce3cf2355e080c,bc5c4825c00db9b5e5c897a3b9b1a162ccd706875053b76c45ce3cf2355e080c,efd166aa812f6aa57ec5c5c7754fee82562b70d7efe9bf96e68da9b5fca49506,True,False,True
commons-codec,Rule_pattern,init_prompt.md,06eaa754fb940aa703573c1e6e1d059d11e3df718470c1614c71de5c7f9c4d15,06eaa754fb940aa703573c1e6e1d059d11e3df718470c1614c71de5c7f9c4d15,59a72ec58f5cb2cf5f5009c1cab08343cff8572e4ed04c557988b3e272d1ea6b,True,False,False
commons-codec,Rule_pattern,io4case_prompt.md,44851f2a914f8e1fde472c6e583691eb563ae230089f68c11e65bbba2e61cb68,44851f2a914f8e1fde472c6e583691eb563ae230089f68c11e65bbba2e61cb68,4bfcc21f8e7ef78a2146103bcf0223244bfa90d75ae02851ba3d098274af8b14,True,False,True
commons-codec,Rule_pattern,usage_context.json,daab94b4230b0fe062ffed2fa10fdae725f0450ba15d6ff73d4ee73aaa8e3e08,1f722ae516abacc6452f0f3ab64c5f7b9b8408c6ccb092138efdcd1f90fed7c9,2c2571ff439641ca3e2dc2775377273e492223e446247ac6d08f9641a80478ef,False,False,False
commons-codec,DaitchMokotoffSoundex_soundex,condition4case_prompt.md,888176a45e755afb5f26cff81954fb2ae65b590a0f7e5aee489cfca65dc8de7c,888176a45e755afb5f26cff81954fb2ae65b590a0f7e5aee489cfca65dc8de7c,1eff1976a6e65622cfce90bda20b386bde2f70e16430f6b030fae10e08358e32,True,False,True
commons-codec,DaitchMokotoffSoundex_soundex,exception4case_prompt.md,1fd1b697c137631e89137bda7eec37ebdb024d6bf93413d62b59e91156b21b80,1fd1b697c137631e89137bda7eec37ebdb024d6bf93413d62b59e91156b21b80,364993c2826a087161d62922b5cac0a040efc7d8816f910299a1a7f8d2534024,True,False,True
commons-codec,DaitchMokotoffSoundex_soundex,gencode_prompt.md,ab33220dda361792a107ba23f3bc4a430f9139655b5cfbfa80eb655ef72cd83b,ab33220dda361792a107ba23f3bc4a430f9139655b5cfbfa80eb655ef72cd83b,bd9efa5f6e879d2119c1029c4c72dfcaad5d0cd655c3bc8d21c6b55d74031994,True,False,True
commons-codec,DaitchMokotoffSoundex_soundex,init_context.json,9b4b1a7d8de139ccdc1d57f3164a1a048c02d6de32f0c90d0feda05729db603a,9b4b1a7d8de139ccdc1d57f3164a1a048c02d6de32f0c90d0feda05729db603a,7d8bb1432c258dbc0e9d18a66285bc3fa9a8603cd56cae4af3ec3c02437ea03d,True,False,False
commons-codec,DaitchMokotoffSoundex_soundex,init_prompt.md,35e1ba797aab598df9dacf1019e99b1fa78fcb1639605af2d2f2387e79d3f8fe,35e1ba797aab598df9dacf1019e99b1fa78fcb1639605af2d2f2387e79d3f8fe,b51a942c05ad24bdc8eaf4abe99034b8f938d3a82943e9bd341869a96fe33b30,True,False,False
commons-codec,DaitchMokotoffSoundex_soundex,io4case_prompt.md,b81eba6f9a84eadfd51047a50fc86b5b9354f3b86e1d7889a607f532d59e4040,b81eba6f9a84eadfd51047a50fc86b5b9354f3b86e1d7889a607f532d59e4040,40bd0060c8363222a86b0aa0a92d027c97d18973c99da2b841d5f2ce8effbcce,True,False,True
commons-codec,DaitchMokotoffSoundex_soundex,usage_context.json,82b4b98daaa0a9886219ce4f2592ea9ff41259adf161281fa368767184092099,82b4b98daaa0a9886219ce4f2592ea9ff41259adf161281fa368767184092099,c332e0dd06c37e907baf4a1be91fe8b97ce55e4b57c9965638c8e3724c92a7a5,True,False,True
commons-codec,DoubleMetaphone_doubleMetaphone,condition4case_prompt.md,2d680e6a5fc08210f0959b1eb32bb32bb438f9f54eb17f31f0a4273a3beb5709,2d680e6a5fc08210f0959b1eb32bb32bb438f9f54eb17f31f0a4273a3beb5709,9ab949e38f1e603d80db5c0c5cf93177fd6ba179f0eda3cd67395decfac256c2,True,False,True
commons-codec,DoubleMetaphone_doubleMetaphone,exception4case_prompt.md,096152d38f0a225e8d98693b84b95af49fc881ac4dbae1e76bf1f84c76592f47,096152d38f0a225e8d98693b84b95af49fc881ac4dbae1e76bf1f84c76592f47,7c30260c3ef03f08e30fca0a1090a58c092b9f053718d7fecd42b6bca721c59b,True,False,True
commons-codec,DoubleMetaphone_doubleMetaphone,gencode_prompt.md,f195cc1993c5ef83449d9d3db8f71f72947720326e9e02374a3886310d481fc5,bf83b5c2458fe9fc732402124dcc1f969a1580bc38fe0ae0055024e8bf277bcc,6ca8e64db268edd69f892e11ff0d062148056828d6094ccd005c6dea40f80478,False,False,False
commons-codec,DoubleMetaphone_doubleMetaphone,init_context.json,376b9c61aa4ae70d522fe64199c89dcf74df44b0c526afb89531a8fb5ebe051d,376b9c61aa4ae70d522fe64199c89dcf74df44b0c526afb89531a8fb5ebe051d,83d6e5f581031e75d9c942fcbafb145056cf2c3750cc62e6b2a28152532680d8,True,False,True
commons-codec,DoubleMetaphone_doubleMetaphone,init_prompt.md,0e1cceaea9c5fd8530602788b1f111773a06cae8588ceb9c43b48c0bf6b14503,0e1cceaea9c5fd8530602788b1f111773a06cae8588ceb9c43b48c0bf6b14503,7cac8fe9726ee8865c43fdffe8f15a72b9b7e000791a45a09deaf1cd546100d2,True,False,False
commons-codec,DoubleMetaphone_doubleMetaphone,io4case_prompt.md,b0cde9a3c938401213e80f3424960f9f3b46c43bd68fc408395a8f49c65928d5,b0cde9a3c938401213e80f3424960f9f3b46c43bd68fc408395a8f49c65928d5,30ff028fa31f03ffa06680c4bffc3fdc1428a37dd9eb6b32cacd6cf640ae5a21,True,False,True
commons-codec,DoubleMetaphone_doubleMetaphone,usage_context.json,8ea715b5f4ab729fb8e61994faa6cbdf99d7e8bf08eeeb5e4bb2ad0a4d01b1b5,316b2aeb43b9ad549e00862c797cfe94b7b4c1bf876d9dd2997f41c72bdca449,79cafcc3400e77ba839399db91b95eeb6092aebae0f669a93875cc3126da788d,False,False,False
commons-codec,MurmurHash3_hash128x64Internal,condition4case_prompt.md,af31a50f170bbf759239117cc1a3e624a772c556a7560e36826c0f3aed077f53,af31a50f170bbf759239117cc1a3e624a772c556a7560e36826c0f3aed077f53,fa11722a2c1ce2054b7c0cd3a63bb532951ebf544173d8ae39e53c0f13e8e6eb,True,False,True
commons-codec,MurmurHash3_hash128x64Internal,exception4case_prompt.md,b1f23db5494ce573c2663e342ffd929571e803ac071927ba99b8708da72d321f,b1f23db5494ce573c2663e342ffd929571e803ac071927ba99b8708da72d321f,4311a1ee8cde8d95c6551a69d95c92e22195e235ad9a05d2f19c9007eeabd402,True,False,True
commons-codec,MurmurHash3_hash128x64Internal,gencode_prompt.md,bbe4301669f255096cc9b254d064d337df992a1bc22ef69f6f49d71ecb321028,573d1a18eecc1cc96bcea66b87cd8b86114703e8247e59908deb6c1b3a5cb065,2a7d5607cb77c75b808e1d845dd5391d1100e5aa50c5f0135e710dd73ab5a223,False,False,False
commons-codec,MurmurHash3_hash128x64Internal,init_context.json,4318ea3646396c24b1cb85560e0d981c357539a2e21cd8402d0fc0d396c775ac,4318ea3646396c24b1cb85560e0d981c357539a2e21cd8402d0fc0d396c775ac,abe390d96cc9c8bd0ff51cc2d584744b4902f27272477de8dff0e2149b4464d9,True,False,False
commons-codec,MurmurHash3_hash128x64Internal,init_prompt.md,6c2669d07687097d1000f34bf7a26029cf1674eadcf1320950ec3042c8d6979c,6c2669d07687097d1000f34bf7a26029cf1674eadcf1320950ec3042c8d6979c,655de39835baeb8caab907eed6fbca9cb555acf0a7d6859e2f3f6d14c3a41211,True,False,False
commons-codec,MurmurHash3_hash128x64Internal,io4case_prompt.md,3a579c4b47c859837babc1c548cee730bda52864e5488e1ab94ae58ec5db1ed7,3a579c4b47c859837babc1c548cee730bda52864e5488e1ab94ae58ec5db1ed7,9e62172c0e2ee8e91659e0a25af05d5acd33bc9117feabe4d4427b3ef563e4f7,True,False,True
commons-codec,MurmurHash3_hash128x64Internal,usage_context.json,a0b33c71e367780dda44e6eefff732ed285ed24aec6ca632303d3e2938564a30,9519678370cfceda9e923c59f6026891c9343f9f6e7f616f840b8c5b273ad754,8be8a3eeaab510a7deacaccfef08c909f3d8e775d1013034ab4c55a7fa44a47a,False,False,False
gson,JsonReader_skipValue,condition4case_prompt.md,ede8932ccae500a2087d7116c4dbb00a9de0f66f6d77c13119c1e0135b45f144,ede8932ccae500a2087d7116c4dbb00a9de0f66f6d77c13119c1e0135b45f144,7a17be358a806c27f8cb7cb2353636a34ff16b4dc5404777435f64fdfe28dc73,True,False,True
gson,JsonReader_skipValue,exception4case_prompt.md,512c0c94b77f74bbb4508d21f5055dab761c7073b03ff6ff8d37dd029e38cc52,512c0c94b77f74bbb4508d21f5055dab761c7073b03ff6ff8d37dd029e38cc52,966f40495392c4c271b57aaf9f44bb9a0c5638f83af375aff9832efef61b271a,True,False,True
gson,JsonReader_skipValue,gencode_prompt.md,50be5702b375362eb849300571234656dadb28020a746b29ae167d92ae1e0809,ba8b055073bca5a1b2c3aa3dc3aa469fc33279feb8e360a604287a4b99e529a3,e5e7346f9a46aceb609ba1bf404a0e684f1681ce17b48402a24c8421d78d58f1,False,False,False
gson,JsonReader_skipValue,init_context.json,9c6de784ed2e4f2e81cd77a83af859de95b7e9daad8ceaad9eb4d8b2f26f731f,9c6de784ed2e4f2e81cd77a83af859de95b7e9daad8ceaad9eb4d8b2f26f731f,a7495b0e0792a6ab62f040444ea4e82fa4a5334dc3a85fd463681378d16f7860,True,False,False
gson,JsonReader_skipValue,init_prompt.md,2295d342ba6d4c200e91d8030417cb3db7c9af31c7f728f5bbc5673a74dfa314,2295d342ba6d4c200e91d8030417cb3db7c9af31c7f728f5bbc5673a74dfa314,db89217aafb254969bcb5a1007857f2a3f28adabaf965b7fbe3c13f45cfa5567,True,False,False
gson,JsonReader_skipValue,io4case_prompt.md,0ec425bc2b1b7bf5cacdd3db4f0c314debc9a77d103f73d6544591f99f39d8be,0ec425bc2b1b7bf5cacdd3db4f0c314debc9a77d103f73d6544591f99f39d8be,eed18dea5209fc4a2c239d5970319d9a3cfdaef03119b4a7b9707aa899e42ef3,True,False,True
gson,JsonReader_skipValue,usage_context.json,ccbb3a42c6a8dfbe1d43f1f070b54e3ef78d671a7b8d4e95493cb020d8ca6f50,357ece371352c21044eeb4f85d75543915043b7b9687d53586626e2d1718a79b,59dc33af1409d8e4aecdf4fc218922f2d380e860e3eb8bfc83617d1e45d7fa3e,False,False,False
ruler,ByteMachine_addEndOfMatch,condition4case_prompt.md,96c00d3a442849c2c273997606aa690122a9bba0884f80b779f4aba057574164,96c00d3a442849c2c273997606aa690122a9bba0884f80b779f4aba057574164,618d330c20f715c31553429fa04f7788bd06449205bff4123a205acfa97c915b,True,False,True
ruler,ByteMachine_addEndOfMatch,exception4case_prompt.md,d69b1b236226119c341a6aec40d75c9704c7d97ff8e8e81d4df18fd081fe1009,d69b1b236226119c341a6aec40d75c9704c7d97ff8e8e81d4df18fd081fe1009,96e675b0d6dfe5949626e8898780ef244168a5a18250d8755a57a3757260ca57,True,False,True
ruler,ByteMachine_addEndOfMatch,gencode_prompt.md,ddf166c5d9719cb5a39b8c154f6f5a63d65629b03ab7cceb6f1aea36e42cc839,ca143b55d8b140337644d863197614d3dd3ddd2cd0555a51b083c56692258f63,94b8a21495bcb2272a046b459f8453840cc7266ca794c3bb4f82a8b2c8bf64ca,False,False,False
ruler,ByteMachine_addEndOfMatch,init_context.json,daff556e63d1146c372fa06b045036c2528bbe20b747285e920112b7ec901d89,daff556e63d1146c372fa06b045036c2528bbe20b747285e920112b7ec901d89,6324d919b3e3458db6facfd53b5d757e6c7143c53ba9a0c7102013b43f77b5ff,True,False,False
ruler,ByteMachine_addEndOfMatch,init_prompt.md,15d6c011b60916e81d508574b5ed2f5613fc6d2e22d43e49dc076ab9cf54ee65,15d6c011b60916e81d508574b5ed2f5613fc6d2e22d43e49dc076ab9cf54ee65,51e6187d899a668be7be3954b1ba100b846e220e70051c54518d2ea0f2e528ad,True,False,False
ruler,ByteMachine_addEndOfMatch,io4case_prompt.md,36fe2c2e0fe469d2885e9b0b6b650eaa198c0904c6ed7fe2ccf984feda0c2264,36fe2c2e0fe469d2885e9b0b6b650eaa198c0904c6ed7fe2ccf984feda0c2264,830373df7930d32e50c139cae5471531e27b5d59dedc3221adae40492d3ed871,True,False,True
ruler,ByteMachine_addEndOfMatch,usage_context.json,4dd692ceaaf4ca94c07616d80c855293d40fdfa0cdf18f87d438aae5206136db,38696f0aa41f0dc382a240e3c50f41358e0c2b876d73424d546ce1ea14201968,1430d3852ef9d66c34a2365d01351af74d458c86ae91136d3e29036cfada848a,False,False,False
