project,case,file,rep_1,rep_2,rep_3,all_equal
jdom2,AbstractFormattedWalker_next,gencode_prompt.md,6b869f1a31eba4bcc46916cc78c87e22176da5264bcf9b195f6895b4755d3972,356186600e94b7e3b6e50c156b2d168864ec2fdd0213603cde8a7d54d9936a15,22d73154668d0fc398b3d458d11233e06b7dbe08270caf256a1a0c9433595bdc,False
jdom2,AbstractFormattedWalker_next,init_prompt.md,eab41f0f5f05497901bde79f5786f71d8279a42de5f0848260837814e8c9cc8a,eab41f0f5f05497901bde79f5786f71d8279a42de5f0848260837814e8c9cc8a,eab41f0f5f05497901bde79f5786f71d8279a42de5f0848260837814e8c9cc8a,True
jdom2,AbstractFormattedWalker_next,io4case_prompt.md,e111264423ffd0c4586c8f1969ff718c70704b2c25da35385a45f4de85a90b3a,e111264423ffd0c4586c8f1969ff718c70704b2c25da35385a45f4de85a90b3a,e111264423ffd0c4586c8f1969ff718c70704b2c25da35385a45f4de85a90b3a,True
jdom2,StAXStreamBuilder_processPrunableElement,condition4case_prompt.md,6971d8e3c6d12c7327d87259d5cccc9a4e1051624fa45d0405ad63aef549c48d,6971d8e3c6d12c7327d87259d5cccc9a4e1051624fa45d0405ad63aef549c48d,6971d8e3c6d12c7327d87259d5cccc9a4e1051624fa45d0405ad63aef549c48d,True
jdom2,StAXStreamBuilder_processPrunableElement,exception4case_prompt.md,a9a288cc9023125ca4821977e32cedf81df1e1c99d98b8f303265af37d07a36c,a9a288cc9023125ca4821977e32cedf81df1e1c99d98b8f303265af37d07a36c,a9a288cc9023125ca4821977e32cedf81df1e1c99d98b8f303265af37d07a36c,True
jdom2,StAXStreamBuilder_processPrunableElement,gencode_prompt.md,a35f6b595290541f74264954a0032fe8b1bb8810bc05e233ddbc2b6b25ac6a5f,1d3cdffdce28a77cec21033bf16753e54551836cb91a0f5ab79d9a1c4d68949c,8a689f6a7569b72c3b0cd91dd81b8c296721cdbbd108683a19f8eb899ef40157,False
jdom2,StAXStreamBuilder_processPrunableElement,init_prompt.md,69f14660801a59a285750ed6a28dd7052668cb543e8aaa83b770b8746aebea36,69f14660801a59a285750ed6a28dd7052668cb543e8aaa83b770b8746aebea36,69f14660801a59a285750ed6a28dd7052668cb543e8aaa83b770b8746aebea36,True
jdom2,StAXStreamBuilder_processPrunableElement,io4case_prompt.md,9de248eac94a60459f8ae9e3320e0565e977d1dc8f93e4ab5b1b0434aeeafa8a,9de248eac94a60459f8ae9e3320e0565e977d1dc8f93e4ab5b1b0434aeeafa8a,9de248eac94a60459f8ae9e3320e0565e977d1dc8f93e4ab5b1b0434aeeafa8a,True
jdom2,Verifier_isXMLPublicIDCharacter,condition4case_prompt.md,1dc5a2ea705ff27759b28c8dbb91978cae4dab2f130ee0d7aa0a3e29d77077c4,1dc5a2ea705ff27759b28c8dbb91978cae4dab2f130ee0d7aa0a3e29d77077c4,1dc5a2ea705ff27759b28c8dbb91978cae4dab2f130ee0d7aa0a3e29d77077c4,True
jdom2,Verifier_isXMLPublicIDCharacter,exception4case_prompt.md,2b77fc9146461a69b39fbc51f2378c5387b68a80786d75231e00506933d9b668,2b77fc9146461a69b39fbc51f2378c5387b68a80786d75231e00506933d9b668,2b77fc9146461a69b39fbc51f2378c5387b68a80786d75231e00506933d9b668,True
jdom2,Verifier_isXMLPublicIDCharacter,gencode_prompt.md,dadc5bd305fa1b5e368dcfccaffab7057369311797f8d02e6a9b0a8cb46c8c03,dadc5bd305fa1b5e368dcfccaffab7057369311797f8d02e6a9b0a8cb46c8c03,dadc5bd305fa1b5e368dcfccaffab7057369311797f8d02e6a9b0a8cb46c8c03,True
jdom2,Verifier_isXMLPublicIDCharacter,init_prompt.md,a86dc88a7279a5a4d43f4ac26dad6bc13cc8b18e466ce3584e3c598d38655459,a86dc88a7279a5a4d43f4ac26dad6bc13cc8b18e466ce3584e3c598d38655459,a86dc88a7279a5a4d43f4ac26dad6bc13cc8b18e466ce3584e3c598d38655459,True
jdom2,Verifier_isXMLPublicIDCharacter,io4case_prompt.md,488b62c17e150ab1b1df6f9ca456cecd566868b77095bb0d81d03430ba4ab1f2,488b62c17e150ab1b1df6f9ca456cecd566868b77095bb0d81d03430ba4ab1f2,488b62c17e150ab1b1df6f9ca456cecd566868b77095bb0d81d03430ba4ab1f2,True
commons-codec,Rule_pattern,condition4case_prompt.md,ca1aa63f3fc511a442bbcdea9a3ffcc8a0a56a9fe2c7f76207e9ef3dda4f4b2f,ca1aa63f3fc511a442bbcdea9a3ffcc8a0a56a9fe2c7f76207e9ef3dda4f4b2f,ca1aa63f3fc511a442bbcdea9a3ffcc8a0a56a9fe2c7f76207e9ef3dda4f4b2f,True
commons-codec,Rule_pattern,exception4case_prompt.md,351ceacc8f0dff5bf488cc1e4de7dc9723c347132fd1a193078be9c74eaeb446,351ceacc8f0dff5bf488cc1e4de7dc9723c347132fd1a193078be9c74eaeb446,351ceacc8f0dff5bf488cc1e4de7dc9723c347132fd1a193078be9c74eaeb446,True
commons-codec,Rule_pattern,gencode_prompt.md,bf5ed98ff96e425c655b81c914a57befbf3575627ea03f82ee24c4c5e37f1bd0,d896099f310542ad2bdd4c2d231c0cdcefe1cccb9582b71f199b96fa3c1bf49e,98ee18b64ccc80843b5e7821b614c6a0ef64f8ee06af4bd6c5b76f86e7254d49,False
commons-codec,Rule_pattern,init_prompt.md,06eaa754fb940aa703573c1e6e1d059d11e3df718470c1614c71de5c7f9c4d15,06eaa754fb940aa703573c1e6e1d059d11e3df718470c1614c71de5c7f9c4d15,06eaa754fb940aa703573c1e6e1d059d11e3df718470c1614c71de5c7f9c4d15,True
commons-codec,Rule_pattern,io4case_prompt.md,44851f2a914f8e1fde472c6e583691eb563ae230089f68c11e65bbba2e61cb68,44851f2a914f8e1fde472c6e583691eb563ae230089f68c11e65bbba2e61cb68,44851f2a914f8e1fde472c6e583691eb563ae230089f68c11e65bbba2e61cb68,True
commons-codec,DaitchMokotoffSoundex_soundex,condition4case_prompt.md,888176a45e755afb5f26cff81954fb2ae65b590a0f7e5aee489cfca65dc8de7c,888176a45e755afb5f26cff81954fb2ae65b590a0f7e5aee489cfca65dc8de7c,888176a45e755afb5f26cff81954fb2ae65b590a0f7e5aee489cfca65dc8de7c,True
commons-codec,DaitchMokotoffSoundex_soundex,exception4case_prompt.md,1fd1b697c137631e89137bda7eec37ebdb024d6bf93413d62b59e91156b21b80,1fd1b697c137631e89137bda7eec37ebdb024d6bf93413d62b59e91156b21b80,1fd1b697c137631e89137bda7eec37ebdb024d6bf93413d62b59e91156b21b80,True
commons-codec,DaitchMokotoffSoundex_soundex,gencode_prompt.md,ab33220dda361792a107ba23f3bc4a430f9139655b5cfbfa80eb655ef72cd83b,ab33220dda361792a107ba23f3bc4a430f9139655b5cfbfa80eb655ef72cd83b,ab33220dda361792a107ba23f3bc4a430f9139655b5cfbfa80eb655ef72cd83b,True
commons-codec,DaitchMokotoffSoundex_soundex,init_prompt.md,35e1ba797aab598df9dacf1019e99b1fa78fcb1639605af2d2f2387e79d3f8fe,35e1ba797aab598df9dacf1019e99b1fa78fcb1639605af2d2f2387e79d3f8fe,35e1ba797aab598df9dacf1019e99b1fa78fcb1639605af2d2f2387e79d3f8fe,True
commons-codec,DaitchMokotoffSoundex_soundex,io4case_prompt.md,b81eba6f9a84eadfd51047a50fc86b5b9354f3b86e1d7889a607f532d59e4040,b81eba6f9a84eadfd51047a50fc86b5b9354f3b86e1d7889a607f532d59e4040,b81eba6f9a84eadfd51047a50fc86b5b9354f3b86e1d7889a607f532d59e4040,True
commons-codec,MurmurHash3_hash128x64Internal,condition4case_prompt.md,af31a50f170bbf759239117cc1a3e624a772c556a7560e36826c0f3aed077f53,af31a50f170bbf759239117cc1a3e624a772c556a7560e36826c0f3aed077f53,af31a50f170bbf759239117cc1a3e624a772c556a7560e36826c0f3aed077f53,True
commons-codec,MurmurHash3_hash128x64Internal,exception4case_prompt.md,b1f23db5494ce573c2663e342ffd929571e803ac071927ba99b8708da72d321f,b1f23db5494ce573c2663e342ffd929571e803ac071927ba99b8708da72d321f,b1f23db5494ce573c2663e342ffd929571e803ac071927ba99b8708da72d321f,True
commons-codec,MurmurHash3_hash128x64Internal,gencode_prompt.md,bbe4301669f255096cc9b254d064d337df992a1bc22ef69f6f49d71ecb321028,ceaf6f6a1f7c27b3d3220a8b17923bd9fe63d1b8db9d7288365708a596ed934d,62ce52722365b2342a7283e71c2908338d08a194e6ecbf0bdbb98b6b8726eb12,False
commons-codec,MurmurHash3_hash128x64Internal,init_prompt.md,6c2669d07687097d1000f34bf7a26029cf1674eadcf1320950ec3042c8d6979c,6c2669d07687097d1000f34bf7a26029cf1674eadcf1320950ec3042c8d6979c,6c2669d07687097d1000f34bf7a26029cf1674eadcf1320950ec3042c8d6979c,True
commons-codec,MurmurHash3_hash128x64Internal,io4case_prompt.md,3a579c4b47c859837babc1c548cee730bda52864e5488e1ab94ae58ec5db1ed7,3a579c4b47c859837babc1c548cee730bda52864e5488e1ab94ae58ec5db1ed7,3a579c4b47c859837babc1c548cee730bda52864e5488e1ab94ae58ec5db1ed7,True
commons-codec,DoubleMetaphone_doubleMetaphone,condition4case_prompt.md,2d680e6a5fc08210f0959b1eb32bb32bb438f9f54eb17f31f0a4273a3beb5709,2d680e6a5fc08210f0959b1eb32bb32bb438f9f54eb17f31f0a4273a3beb5709,2d680e6a5fc08210f0959b1eb32bb32bb438f9f54eb17f31f0a4273a3beb5709,True
commons-codec,DoubleMetaphone_doubleMetaphone,exception4case_prompt.md,096152d38f0a225e8d98693b84b95af49fc881ac4dbae1e76bf1f84c76592f47,096152d38f0a225e8d98693b84b95af49fc881ac4dbae1e76bf1f84c76592f47,096152d38f0a225e8d98693b84b95af49fc881ac4dbae1e76bf1f84c76592f47,True
commons-codec,DoubleMetaphone_doubleMetaphone,gencode_prompt.md,f195cc1993c5ef83449d9d3db8f71f72947720326e9e02374a3886310d481fc5,df969463b12257951acc33371d5750b81df1eff18560a672994fcec47ad45d6c,10bde0c5246fd063020a2d33868301f12a2ca48a77ba7608f78896e1cd746407,False
commons-codec,DoubleMetaphone_doubleMetaphone,init_prompt.md,0e1cceaea9c5fd8530602788b1f111773a06cae8588ceb9c43b48c0bf6b14503,0e1cceaea9c5fd8530602788b1f111773a06cae8588ceb9c43b48c0bf6b14503,0e1cceaea9c5fd8530602788b1f111773a06cae8588ceb9c43b48c0bf6b14503,True
commons-codec,DoubleMetaphone_doubleMetaphone,io4case_prompt.md,b0cde9a3c938401213e80f3424960f9f3b46c43bd68fc408395a8f49c65928d5,b0cde9a3c938401213e80f3424960f9f3b46c43bd68fc408395a8f49c65928d5,b0cde9a3c938401213e80f3424960f9f3b46c43bd68fc408395a8f49c65928d5,True
commons-codec,Sha2Crypt_sha2Crypt,condition4case_prompt.md,dcf8b3441c58f4754bb0d238e780567492920a3c32fffce4d989ce03651d3321,dcf8b3441c58f4754bb0d238e780567492920a3c32fffce4d989ce03651d3321,dcf8b3441c58f4754bb0d238e780567492920a3c32fffce4d989ce03651d3321,True
commons-codec,Sha2Crypt_sha2Crypt,exception4case_prompt.md,2dc07621a710b7a704753c3e72fb17f700d6dfcffa02f86f33ec7bffa42de094,2dc07621a710b7a704753c3e72fb17f700d6dfcffa02f86f33ec7bffa42de094,2dc07621a710b7a704753c3e72fb17f700d6dfcffa02f86f33ec7bffa42de094,True
commons-codec,Sha2Crypt_sha2Crypt,gencode_prompt.md,52e8ae5425c78d7ccfe1bf69b9c77e4038aad634fab2f81603bcc22f58660198,07aaf9c1ba26c6e1f3d22d5ad6aaa529d0a3ba8865a3c9ac86523bc8302588e6,4601b12b4f91cdfebaa6b044acb4d80b87c488066ab597bb3920e48ba8affc3e,False
commons-codec,Sha2Crypt_sha2Crypt,init_prompt.md,02397fd23b4dee7071816753e7268e7a4b7a3dfb705e18c37af76d1777724e38,02397fd23b4dee7071816753e7268e7a4b7a3dfb705e18c37af76d1777724e38,02397fd23b4dee7071816753e7268e7a4b7a3dfb705e18c37af76d1777724e38,True
commons-codec,Sha2Crypt_sha2Crypt,io4case_prompt.md,efb755f7e1c32ce91700192cad63108e01739d3ff07905c8ab2cf076516d636b,efb755f7e1c32ce91700192cad63108e01739d3ff07905c8ab2cf076516d636b,efb755f7e1c32ce91700192cad63108e01739d3ff07905c8ab2cf076516d636b,True
gson,JsonReader_skipValue,condition4case_prompt.md,ede8932ccae500a2087d7116c4dbb00a9de0f66f6d77c13119c1e0135b45f144,ede8932ccae500a2087d7116c4dbb00a9de0f66f6d77c13119c1e0135b45f144,ede8932ccae500a2087d7116c4dbb00a9de0f66f6d77c13119c1e0135b45f144,True
gson,JsonReader_skipValue,exception4case_prompt.md,512c0c94b77f74bbb4508d21f5055dab761c7073b03ff6ff8d37dd029e38cc52,512c0c94b77f74bbb4508d21f5055dab761c7073b03ff6ff8d37dd029e38cc52,512c0c94b77f74bbb4508d21f5055dab761c7073b03ff6ff8d37dd029e38cc52,True
gson,JsonReader_skipValue,gencode_prompt.md,50be5702b375362eb849300571234656dadb28020a746b29ae167d92ae1e0809,f33fe414689ff1fce88b06412e059f1e1426f8fcee212dd84b1c4679def6ae2f,6b547e64f413112de15c3ef9156c502596e2bc194cd576440e8496f235967d7d,False
gson,JsonReader_skipValue,init_prompt.md,2295d342ba6d4c200e91d8030417cb3db7c9af31c7f728f5bbc5673a74dfa314,2295d342ba6d4c200e91d8030417cb3db7c9af31c7f728f5bbc5673a74dfa314,2295d342ba6d4c200e91d8030417cb3db7c9af31c7f728f5bbc5673a74dfa314,True
gson,JsonReader_skipValue,io4case_prompt.md,0ec425bc2b1b7bf5cacdd3db4f0c314debc9a77d103f73d6544591f99f39d8be,0ec425bc2b1b7bf5cacdd3db4f0c314debc9a77d103f73d6544591f99f39d8be,0ec425bc2b1b7bf5cacdd3db4f0c314debc9a77d103f73d6544591f99f39d8be,True
ruler,ByteMachine_addEndOfMatch,condition4case_prompt.md,96c00d3a442849c2c273997606aa690122a9bba0884f80b779f4aba057574164,96c00d3a442849c2c273997606aa690122a9bba0884f80b779f4aba057574164,96c00d3a442849c2c273997606aa690122a9bba0884f80b779f4aba057574164,True
ruler,ByteMachine_addEndOfMatch,exception4case_prompt.md,d69b1b236226119c341a6aec40d75c9704c7d97ff8e8e81d4df18fd081fe1009,d69b1b236226119c341a6aec40d75c9704c7d97ff8e8e81d4df18fd081fe1009,d69b1b236226119c341a6aec40d75c9704c7d97ff8e8e81d4df18fd081fe1009,True
ruler,ByteMachine_addEndOfMatch,gencode_prompt.md,ddf166c5d9719cb5a39b8c154f6f5a63d65629b03ab7cceb6f1aea36e42cc839,7990372e66f51fe1306cfa0c0ec9af70da5b0799073c2458d56c391535eaddca,cb30cf4240f951e0bfe2dfaa28457a67dd68c573008d32a3acf2f5358a3ade8b,False
ruler,ByteMachine_addEndOfMatch,init_prompt.md,15d6c011b60916e81d508574b5ed2f5613fc6d2e22d43e49dc076ab9cf54ee65,15d6c011b60916e81d508574b5ed2f5613fc6d2e22d43e49dc076ab9cf54ee65,15d6c011b60916e81d508574b5ed2f5613fc6d2e22d43e49dc076ab9cf54ee65,True
ruler,ByteMachine_addEndOfMatch,io4case_prompt.md,36fe2c2e0fe469d2885e9b0b6b650eaa198c0904c6ed7fe2ccf984feda0c2264,36fe2c2e0fe469d2885e9b0b6b650eaa198c0904c6ed7fe2ccf984feda0c2264,36fe2c2e0fe469d2885e9b0b6b650eaa198c0904c6ed7fe2ccf984feda0c2264,True
